project_denomination;paragraph_id;page_nb;paragraph;x_group;y_min_paragraph;y_max_paragraph
auchanholding;307;124;ÉVOLUTION DU NOMBRE D’EMBAUCHES EN CDI (DONT TRANSFORMATION DE CDD EN CDI) RÉALISÉES PAR ZONE GÉOGRAPHIQUE, DU 1ER OCTOBRE 2017 AU 30 SEPTEMBRE 2018;2;358;394
auchanholding;308;124;+ 17,7 %;2;301;312
auchanholding;309;124;9 1;2;220;228
auchanholding;310;124;"Asie Europe.
 Europe.
 Afrique centrale.
 et de l’ Est.
 N-1.
";2;130;187
auchanholding;311;124;Le nombre d’embauches total réalisées en CDI est passé de 52 913 à 62 277 durant la période de référence. Depuis 2017, on observe une reprise des recrutements qui s’illustre cette année par une augmentation totale des embauches de 17,7 % par rapport à l’année précédente.;2;53;103
auchanholding;312;124;81,1 % 18,9 %;1;691;703
auchanholding;313;124;63,8 % 36,2 %;1;657;669
auchanholding;314;124;14,7 % 85,3 %;1;624;636
auchanholding;315;124;93,2 % 6,8 %;1;591;603
auchanholding;316;124;100 % 0,0 %;1;560;572
auchanholding;317;124;Temps partiel;1;513;523
auchanholding;318;124;46,1 % 16,6 %;1;401;412
auchanholding;319;124;40,2 % 23,6 %;1;366;378
auchanholding;320;124;41,6 % 24,3 %;1;335;347
auchanholding;321;124;53,7 % 6,8 %;1;302;314
auchanholding;322;124;64,7 % 24,2 % 1,7 %;1;269;281
auchanholding;323;124;25-35 35-50 >50;1;222;232
auchanholding;324;124;%;3;669;677
auchanholding;325;124;"TOTAL de l’Ouest.
";3;523;562
auchanholding;326;124;"TOTAL de l’Ouest.
";3;150;188
auchanholding;327;125;DÉCLARATION DE PERFORMANCE EXTRA-FINANCIÈRE;2;804;813
auchanholding;328;125;PART DES HEURES DE FORMATION VERSUS HEURES TRAVAILLÉES PAR ZONE GÉOGRAPHIQUE AU 30 SEPTEMBRE 2018;2;730;749
auchanholding;329;125;2,44 %;2;692;704
auchanholding;330;125;0,98 % 0,94 %;2;619;634
auchanholding;331;125;0,40 %;2;595;607
auchanholding;332;125;"Asie Europe.
 Europe.
 Afrique centrale.
 et de l’Est.
 de l’Ouest";2;532;569
auchanholding;333;125;la connaissance produits, du;2;450;460
auchanholding;334;125;la « Touch Management » pour;2;256;266
auchanholding;335;125;"discovery course : 6 mois de découverte des entreprises d’Auchan Holding (Auchan Retail, Oney et Ceetrus) et de leurs différents départements et directions ;";2;138;168
auchanholding;336;125;"people first and customer first : 1 an d’expérience en magasin avec 6 mois en qualité de chef de rayon puis 6 mois comme chef de secteur ;";2;103;133
auchanholding;337;125;Rapport financier 2018 I;2;22;30
auchanholding;338;125;Collaborateurs;3;795;803
auchanholding;339;125;1,69 %;3;656;667
auchanholding;340;125;TOTAL;3;541;570
auchanholding;341;125;fonctionnement de;3;450;460
auchanholding;342;125;former les;3;420;430
auchanholding;343;125;123;3;21;37
auchanholding;344;125;>;1;739;749
auchanholding;345;125;"Les politiques de formation, répondant aux besoins des différents métiers, ont été construites et dispensées principalement autour de la santé et de la sécurité au travail, TOTAL.
 du développement personnel, d’une meilleure relation client et.
 Europe.
 de l’Ouest.
 l’actionnariat salarié, de la prise de poste pour les nouveaux.
 collaborateurs et de l’acculturation aux outils digitaux. Certains modules sont également développés pour collaborateurs aux différents enjeux de la RSE, tant sur le volet social que sur le volet environnemental.";1;401;500
auchanholding;346;125;Soucieux d’une symétrie des attentions vis-à-vis de ses clients et de ses collaborateurs, Auchan Retail a créé le projet « Auchan Touch » en 2018. Son ambition : transmettre la passion du métier de commerçant aux collaborateurs, véhiculer les valeurs de l’entreprise et établir un relationnel propre à la marque Auchan. La posture Auchan Touch’ se veut attentionnée, authentique et enthousiaste. Grâce à ce style relationnel, le client doit se sentir accueilli et considéré de la même façon partout et tout le temps. Le collaborateur Touch’ est « chaleureux, énergique, disponible et fait confiance au client ». Pour ce faire, un socle de formations a été développé. Il est constitué de deux formations présentielles : la « Touch’ Lab » à destination de tous les collaborateurs afin de diffuser la Auchan Touch’ et accompagner les managers et directeurs dans la mise en œuvre du projet. Fin 2018, la Auchan Touch’ était en cours de déploiement dans 5 pays avec une cible de 60 % des collaborateurs formés d’ici fin 2019.;1;216;396
auchanholding;347;125;"Suite au succès des deux premières promotions, Auchan Retail 1 353 629.
 a ouvert, en 2018, la troisième promotion de son Executive.
 Graduate Program. Ce parcours certifiant en 3 ans est divisé en plusieurs étapes d’immersion professionnelle : 1 619 585.
";1;165;212
auchanholding;348;125;Cette hausse s’explique en partie par le fort taux de turn-over que connaissent les pays d’Europe de l’Est tels que la Pologne (+ 13,8 %) et l’Ukraine (+ 28,9 %) ainsi que par la transformation en CDI des contrats des salariés chinois en CDD avec trois ans d’ancienneté.;0;699;749
auchanholding;349;125;NOMBRE DE LICENCIEMENTS DE PERSONNES EN CDI PAR ZONE GÉOGRAPHIQUE, DU 1ER OCTOBRE 2017 AU 30 SEPTEMBRE 2018;0;659;686
auchanholding;350;125;+ 2,5 %;0;601;612
auchanholding;351;125;2 5;0;510;518
auchanholding;352;125;"Asie Europe.
 Afrique centrale.
 et de l’ Est.
 N-1.
";0;428;488
auchanholding;353;125;Après une augmentation de 41 % des licenciements en 2017, la hausse du nombre de licenciements est plus mesurée en 2018. Sur la zone Asie, une diminution très importante ( - 82, 5 %) est à souligner. La fermeture de plusieurs magasins l’année précédente, notamment en Chine, avait impacté le nombre de licenciements à la hausse. Au total, Auchan Holding, les licenciements représentent 13,2 % des motifs de sorties de CDI. Les démissions représentent 67,5 %, les sorties pour autre motif (décès, ruptures de période d’essai) 15,7 % et les départs en retraite 3,6 %.;0;309;409
auchanholding;354;125;Participer au développement individuel des collaborateurs;0;277;300
auchanholding;355;125;RÉPARTITION DU TOTAL D’HEURES DE FORMATION DISPENSÉES PAR ZONE GÉOGRAPHIQUE AU 30 SEPTEMBRE 2018;0;252;270
auchanholding;356;125;7 605 537;0;216;232
auchanholding;357;125;"8 320 Europe centrale et de l'Est.
 Afrique";0;128;165
auchanholding;358;125;Asie Europe de l'Ouest;0;117;126
auchanholding;359;125;L’absence de comparaison par rapport à l’année précédente s’explique par un changement de période de remontée des données.;0;68;98
auchanholding;360;126;"DÉCLARATION DE PERFORMANCE EXTRA-FINANCIÈRE Collaborateurs6.
 hierarchical management : 1 an d’expérience managériale.
 dans une Business Unit, avec accompagnement d’un coach personnel ;";0;719;813
auchanholding;361;126;International mission and project management : 6 mois de gestion de projet dans un pays étranger l’accompagnement d’un coach interculturel.;0;685;714
auchanholding;362;126;Parallèlement à ces expériences opérationnelles, les stagiaires bénéficient d’une session pédagogique annuelle dispensée par CentraleSupélec et l’ESSEC.;0;650;680
auchanholding;363;126;Fin 2018, Auchan Executive Graduate Program compte trois promotions, soit :;0;626;646
auchanholding;364;126;"62 participants (53 % de femmes, 68 % de jeunes diplômés et 32 % de jeunes collaborateurs) retenus parmi plus de 10 500 candidatures ;";0;592;622
auchanholding;365;126;"26 missions à l’international entre septembre 2016 et mars 2018 dans 10 pays d’accueil ;";0;568;587
auchanholding;366;126;14 missions à l’international prévues entre mars 2019 et septembre 2019 dans 9 pays d’accueil.;0;543;563
auchanholding;367;126;Accueillir de nouveaux talents;0;523;535
auchanholding;368;126;Auchan Retail, Ceetrus et Oney développent leurs relations les écoles et universités des pays où elles sont avec implantées. Les collaborateurs établissements partenaires pour présenter les métiers et les spécificités de leur entreprise. Ces rencontres permettent et facilitent l’accueil en magasin de nombreux étudiants et jeunes diplômés pour un stage, une alternance ou une première embauche au sortir de leurs études.;0;437;516
auchanholding;369;126;En 2018, 5 782 stagiaires et 4 060 alternants ont ainsi eu la possibilité de bénéficier d’une expérience professionnalisante, précieuse à leur parcours d’apprentissage.;0;402;432
auchanholding;370;126;Le 13 septembre 2018, Auchan Retail Chine a inauguré la Phigital Academy. Ce magasin-école basé à Shanghai a pour vocation d’allier théorie et pratique aux côtés des meilleures équipes du pays mais aussi au plus près des clients et des produits. Les programmes de formation sont en cours de construction et se basent sur de nouvelles méthodes d’apprentissage cohérentes avec les évolutions sociétales actuelles.;0;318;398
auchanholding;371;126;Ceetrus Chine a pour sa part lancé un programme de management sur 30 mois, ouvert à des étudiants au bagage international riche. Des parcours pluri-expérientiels leur sont proposés afin qu’ils y développent des compétences transverses. En soutien, ils sont accompagnés de mentors et de coachs personnels ainsi que de modules e-learning de développement des softs skills adaptés à leurs besoins.;0;244;314
auchanholding;372;126;Au Vietnam, Auchan Retail organise des visites en magasin afin de présenter les métiers du Retail aux étudiants. Des partenariats sont signés avec des écoles de commerce locales afin d’accueillir des stagiaires qui, pour certains d’entre eux, se voient offrir une proposition d’embauche. L’entreprise travaille également en collaboration avec YIN (Youth Inclusion Network) : réseau d’entreprises œuvrant pour l’inclusion sociale via des aides à l’orientation professionnelle et au développement personnel de jeunes publics en situation de précarité.;0;150;239
auchanholding;373;126;En septembre 2018, Auchan Retail Espagne a initié, via les réseaux sociaux internes, une communauté destinée à faciliter la mobilité interne entre supermarchés et hypermarchés.;0;105;145
auchanholding;374;126;Par ailleurs, en collaboration avec l’institut Aragonais de l’entreprise propose désormais une bourse à l’emploi, destination de jeunes de moins de 25 ans suivant une;0;71;101
auchanholding;375;126;"Rapport financier 2018 I 124.
";0;21;30
auchanholding;376;126;formation professionnelle ou universitaire de 6 mois, pour intégrer des postes d’encadrement en magasins.;2;729;749
auchanholding;377;126;Outre les postes d’encadrement, nombreux sont les métiers pour lesquels Auchan Retail enregistre un besoin important en main-d’œuvre qualifiée. Dans la majorité des régions où Auchan Retail est implanté, des organismes de formation internes, ou des centres de formation spécialisés avec lesquels les enseignes nouent des partenariats, forment aux métiers de la poissonnerie, de traiteur, de la boucherie et de gestion des fruits et légumes.;2;645;724
auchanholding;378;126;L’accompagnement des tuteurs, maîtres d’apprentissage et maîtres de stage expérimentés, selon un calendrier et un contenu de prise en charge très précis, permet une meilleure intégration et une meilleure formation des nouveaux collaborateurs. Les salariés d’Auchan Retail Hongrie bénéficient par un exemple d’un programme de parrainage lors de leurs trois premiers mois dans marraines ou parrains ont pour mission de transmettre leur expertise métier aux nouveaux embauchés et de leur apporter un suivi personnalisé.;2;540;640
auchanholding;379;126;Pour permettre aux jeunes collaborateurs qui le souhaitent d’exprimer leur talent à l’international, de s’enrichir des autres, de découvrir de nouvelles compétences, de vivre une aventure personnelle et professionnelle unique en dehors de leur pays pendant 6 mois, Auchan Retail a lancé le programme Erasmus. À l’origine de cette expérience, la volonté de l’entreprise d’ouvrir ses postes à la mobilité, et ce, sans distinction de statut ou d’expérience. Pour le lancement de cette première édition, 267 candidatures ont été étudiées pour 11 validées.;2;446;536
auchanholding;380;126;ASSURER LE BIEN ÊTRE ET LA SÉCURITÉ DE TOUS AU TRAVAIL;2;404;430
auchanholding;381;126;Améliorer la qualité de vie au travail;2;383;394
auchanholding;382;126;Entre mai et octobre 2018, Auchan Retail, Oney et Ceetrus ont réalisé leur deuxième enquête d’engagement et de satisfaction au niveau international (hors Retail France et Hongrie qui ont souhaité décaler leur enquête à 2019 en raison de contextes locaux peu propices). L’objectif de cette enquête est de connaître le taux d’engagement des collaborateurs mais également d’avoir leur perception sur les grandes thématiques qui contribuent à cet engagement comme la qualité du management, le contenu du travail, l’équilibre vie privée/vie professionnelle. Après une première enquête réalisée en 2016, ce fut l’occasion pour chacune des entités de découvrir ses évolutions. Outre le taux d’engagement, cette enquête a permis de sonder le taux de satisfaction au travail ainsi que la qualité et l’efficacité des plans d’action mis en place au niveau de chaque site.;2;226;376
auchanholding;383;126;En novembre 2018, Auchan Retail France a déployé à grande échelle, sur 40 premiers magasins, des « Lumicaisses ». Cette innovation permet la substitution du bip sonore classique émis lors du passage en caisse de chaque article par un signal lumineux et donc la suppression de l’une des premières causes de pénibilité du travail en caisse. Le confort de travail des hôtes(ses) est ainsi amélioré en permettant une expérience plus agréable pour les collaborateurs et les clients. Par la même occasion, ce système simplifie personnes malentendantes. Très simple d’installation, la mise en service des Lumicaisses ne prend que quelques minutes : il suffit de fixer une barrette lumineuse et un pod amovible. Après une phase pilote début 2019, il est prévu de déployer les Lumicaisses dans l’ensemble d’Auchan Retail France dans les mois à venir.;2;72;222
